well,source_transformed_strain_implementation,strain_module,plated_strain_implementation,strain_display_name
A1,http://buildcompiler.org/E_coli_DH5alpha_with_standard_GFP_full_build_impl/1,http://buildcompiler.org/E_coli_DH5alpha_with_standard_GFP_full_build/1,1_plated_A1_impl,1_plated_A1_impl
